Word,Number,Definitions,Type,Etymology
jüst,0,just,adv,
Jüst in da door,0,,,
Jüst weel back,0,,,
justeece,0,justice,n,
justeefy,0,justify,v,
kaam,0,fishing lead mould,n,
kaav,0,"drive, esp. snow,break, break down",v,
kaavie,0,blizzard,n,
kabbilabbi,0,sound of many people speaking at the same time,n,
kabe,0,boat thowel-pin,n,
kael,0,kale,n,
kail flea,0,,,
kaird,0,"card wool,tool used for carding wool",v,
kairdeen,0,party of people gathered by invitation at a neighbour's house in order to card wool together,n,
kall,0,,,
kalliflakk,0,,,
kallishang,0,noisy dispute,n,
kame,0,"comb,ridge",n,
kan,0,skill,n,
kangaroo,0,kangaroo,n,
kannie,0,,,
kapp,0,wooden bowl,n,
kappie,0,"sinker for fishing line,small, wooden bowl",n,"< ON köppu-steinn 'boulder'; cf. No. koppul 'small stone, pebble'; ON koppr 'mall vessel used in the dairy'"
karm,0,,,
karrant,0,great fun,n,
kassen,0,sour,adj,
kast,0,cast,v,
kastik,0,cabbage stem,n,
kattikloo,0,"bird's-foot-trefoil,noisy mob",n,
kattiyuggle,0,,,
kavvel,0,unhook a fish,v,
kavvelintree,0,kavvel stick,n,
kayar,0,coir,n,
kebin,0,cabin,n,
kecksie,0,hogweed,n,
ked,0,sheep tick,n,
keeck,0,kick,v,
keek,0,peep,v,
keel,0,be overturned,v,
keeldracht,0,boat keel covering,n,
keeng,0,mend with pewter clasp,v,
keep,0,keep,v,
keeper,0,keeper,n,
keest,0,,,
keetchin,1,something added to make food tasty,n,
keetchin,2,kitchen,n,
kefsi,0,,,
keggel,0,,,
keita,0,,,
kemp,0,"struggle, esp in sense of meeting deadline,compete",v,
ken,0,know,v,
kendleen,0,kindling,n,
kenk,0,,,
kennel,0,kennel,n,
kennin,0,trifle,n,
kenno,0,,,
kent,0,known,adj,prsptc of ken
kep,1,knitted hat,n,
kep,2,"intercept, block",v,
kepsize,0,capsize,v,
kepsweevel,0,,,
kerdigan,0,cardigan,n,
kerrel,0,,,
kerrige,0,carriage,n,
kerry,0,carry,v,"MEng. care, karye, etc < Anglo-Norm. carier, carrier, karier, kerier 'to carry' + post-classical Lat. carriare 'to transport (by land), to take or transport'"
kerryon,0,"to-do, fuss",n,
kert,0,cart,n,
kertlodd,0,cartload,n,
kettle,1,give birth to kittens,v,
kettle,2,kettle,n,
kettleen,0,kitten,n,
key,1,"lock,key",v,
key,2,mood,n,
keyboard,0,keyboard,n,
kibby,0,anxious,adj,
kid,0,kid,n,
kidney,0,kidner,n,
kill,0,kiln,n,
kilt,0,"fold,tuck up, tuck in",v,
kin,0,kin,n,
-kin,0,diminutive,n > n,diminituve form: cf. OLGer. -ikīn '(diminitive)'> MLGer. -ken 'id.'
kind,0,"kind,inherited type of character",n,
kinda,0,kind of,adv,
Kinda weety wye,0,,,
kindawye,0,kind of,adv,
king,0,king,n,
king-come-a-lay,0,ancient game,n,
king's hood,0,,n,
kirk,0,church,n,ON kirkja 'church' < OE cirice < PWGmc. *kirikā < Byz. Gr. κυριακόν (δόμα) (kuriakón (dóma)) 'Lord's (house)' < AGr. κύριος (kúrios) 'lord'. The varieties in Northumberland and inside the Danelaw adopted the ON version of the word.
kirkeen,0,ceremonial church attendance,n,
kirkfokk,0,church goers,n,
kirkmark,0,cleft lip,n,
kirkneen,0,first church attendance of newly married couple,n,
kirkskaileen,0,,,
kirkyerd,0,churchyard,n,
kirn,0,churn,v,
kirneen,0,churning,n,
kirnkorse,0,churn plunger,n,
kirnmylk,0,curds,n,
kirr,0,,,
kirrmirr,0,,,
kirrmirreen,0,pleasant sensation,n,
kirsen,0,proper,adj,
kishie,0,straw basket,n,
kishiebaand,0,basket rope,n,
kishiefoo,0,basketful,n,
kist,0,chest,n,
kisteen,0,laying of dead body in its coffin,n,
kistnyook,0,chest corner (for valuables),n,
kit,0,wooden vessel,n,
kite,0,kite,n,
kitti,0,,,
kittiwake,0,,,
klaag,0,"cackle, clamour (like a fowl),,jabber, twaddle,cackling, jabber, twaddle; clamorous sound of many birds or voices",v,"Possibly Shetland specific, Norn-derived < ON klaka 'make noise (esp bird noise)' < PGmc. *klakō 'din, noise' < PIE *glag- 'to make a sound', imit. But cf. O.Sc. claik 'the cry of a goose' (c.1470–1480), clake 'to utter cries' (1513) clak 'to make a clapping noise' (c.1590)."
klaager,0,hen,n,
klair,0,ready,adj,LGmc derived < klâr; Du klaar
klapp,0,,,
klatch,0,"besmear,glutinous mess,large, clumsy person",v,"cf Norw. klessa 'soft mass', MIce. klessa 'splash of mud'"
kled,0,clad,adj,
klegsie,0,horse fly,n,"ON kleggi '(biting insect), wasp'"
klep,0,,,
klett,0,solid lump of stone,n,
klevi,0,,,
klibber,1,wooden pack saddle,n,
klibber,2,soapstone,n,
klier,0,small gland in guts of sheep,n,"Orig. unknown but cf. MDu. cliere > Du. klier, EFris. klîr(e) 'gland, scrofula, glandular swelling'"
kline,0,spread,v,
kling,0,shrink,v,
klip,0,,,
kliv,0,hoof,n,"Gmc*klauƀō- > ON klauf 'hoof (lit. cloven)' > OSc clufe, cluif; cf. Da. klov, Sw. klöv, No. klauv"
klivging,0,"sound of hooves,procession (metaphoric)",n,
klock,0,beetle (esp dor beetle or cokroach),n,"Orig. uncertain. Possibly < Scand. Cf Icel. (brún)klukka (17C) 'water beetle', Far. klukka 'beetle', Sw. svartklocka 'ground beetle'."
klondyker,0,,,
klonger,0,dog rose,n,
kloo,0,ball of yarn,n,
kloobaa,0,tangled state,n,
kloor,0,"claw,scratch with claws",n,PIE *glēuā 'gripper' > Gmc. *klōwō- 'claw' > ON kló; cf. Sw. Da. No. klo
klumpse,0,to render speechless,v,"ON origin; cf. Icel. klumsa, klumsi 'lockjawed, speechless', Sw. dial. klumsen, klumsi(g) 'benumbed with cold, dazed (with hunger)'"
klunk,0,gulp liquid,v,"Echoic; cf. Sw. No. klunk 'gulp', klunka 'to gulp'"
klurmose,0,clamour,n,
klushit,0,very clumsy,adj,"Gmc. *klutta- 'clump' > OE clott; but also Low Gmc. klòt > klotz; cf. Sw kloss, klots, Da. klods 'clumsy person'"
knab,0,,,
knack,0,,,
knackered,0,,,
knap,0,"speak English, of Shetlander (implied: in an affected manner)",v,
knaw,0,,,
knee,0,knee,n,
knep,0,"gather together,purse lips",v,
knife,0,knife,n,
knob,0,knob,n,
knock,0,knock,v,
knocksoe,0,mashed limpets,n,
knoilt,0,sharp blow,n,
knot,0,knot,n,OE cnotta 'knot' < PGmc. *knuttô 'id.' poss. < PIE *gnod- 'to bind'
know,0,know,v,
knowe,0,hillock,n,
knuckle,0,"knuckle,small measure",n,
koag,0,"peer cautiously, be on the outlook",v,"ON kaga 'look, peep' MIcel., Far, No., Bornh. kaga 'stare', Sw.dial. kogå 'stare'"
koff,0,buy,v,Gmc. *kaupian > OLGm. kōpian > MDu copen 'to buy' > Du kopen; pst/pstp koft 'bought' in common oan-Sc use from 15C
koillit,0,having no horns,adj,
kokkaloorie,0,daisy,n,
kokkasødi,0,daisy,n,
kol,0,"haycock,build haycock",n,"Orig, uncertain. Poss related to ON kollr 'round top, round summit, (top of) head, crown' > No. 'top, height, summit', DaDial. kol 'round hill', SwDial. koll ', top of headcrown'"
kolli,0,"orig. small, open iron lamp with wick floating in oil (typicaly fish oil); later transferred to small paraffin lamp",n,"ON kola 'oil lamp (typically fish oil)' > Icel., Faer., No. kola, DaJut. kole, all '(fish) oil lamp'"
koont,0,count,v,
koose,0,"heap,heap up",n,"PScand. *kasō- 'heap' > ON kǫs 'heap' > No. kas, kos, Sw. kas(e), Da. kase '(dung) heap'; PScand. *kasō- also >Fi. kasa, kaso, Est. kaha both 'heap'"
kraatae,0,creeping buttercup,n,
krachtless,0,powerless,adj,"PGmc. *kraftuz 'strength, power' > ODu. craft 'strength, power, energy' > MDu. cracht 'id.'> Du. kracht 'id.'; krachteloos 'powerless'; cf OE cræft 'strength, power; skill, art, etc'> Eng./Sc. craft"
krack,0,crack,n,
kramp,0,cramp,n,"MEng. crampe < OFr. crampe 'cramp' < Frank. *krampa 'id' < PGmc. *krampō 'cramp, clasp' < PIE *grem- 'to bind together, unite; lap, pile, heap'"
krampis,0,oatmeal dumpling,n,
krang,1,corpse,n,
krang,2,"dead body of an animal, carcass",n,"Du. kreng 'carrion, carcass' < MDu. crenge 'id.'. Ultimate orig. uncertain."
kransit,0,having head different colour from body,adj,
krappeen,0,"dish made of fish livers mixed together with meal or flour, seasoned with salt and pepper, and cooked in the head of a large fish.",n,"Pross. from crap 'to fill, stuff, cram'; cf. MDu. croppen, MLGm. kroppen 'stuff the crop' > Du. kroppen 'id.'. Cf also kreppo 'oatmeal bannock baked with fish livers as fat'."
kreekst,0,delayed onset muscle fatigue,n,
kreks,0,"clear the throat; ahwk,the sound of clearing the throat",v,"Shetland specific. PIE *ger-/*grā- 'hoarse cry' > OE cracian 'sharp noise (of breaking)' > ModEng. crack; OHGm. krahhen 'make loud noise' , OLGm krakkôn > MLGm. krāken, krachen, kracken 'id.' > H/LGm. krächzen 'make raw, hoarse sound' > loan to Scand. lgs, cf. Sw. kraxa 'id',No. kræksa, kraksa 'cough up'."
krimp,0,"scant,tight, eg clothes",adj,"Orkney & Shetland specific, prob. < Norn: PGmc. *krimpaną 'shrink'> ON kreppa 'shrink' > Sw. krympa, No., Da. krympe 'id.'. Cf. also OSc. scrimp 'scanty'; Orig. uncertain."
kring,0,"two lambs tied together with a cringle round the neck,tie two lambs together with a cringle round the neck",n,"Shetland specific. PIE *gren-k- > PGmc. *kren-g- 'circle, ring' > ON. kringr 'id.' > No., Sw. Da. dials kring 'id'."
kro,0,nook or boxed off space for storing things,n,"Shetland specific. PGmc. *kranhō > ON krá, kró 'quiet corner, nook' (only found in NGmc.) > Icel. krá 'id.; pub'"
krø,0,sheep pen,n,
krøl,0,"hump, esp on back,confused, smashed heap,small oatmeal scone",n,"Orkney & Shetland specific. PIE *gurus- 'twist, curl' > PGmc. *kruzlǭ 'that which is curled' > MLGm. krulle 'curly lock of hair', MDu. crulle 'curl, curly loop' > LGm. krulle, Du. krul 'id.' > loan into Scand. cf. Da. krølle 'curl', krøl 'something rolled/curled up', No. krult 'id.', Sw. krullig 'curly'."
krolkit,0,crooked,adj,
krom,0,,,
kron,0,complain,v,
krook,0,"hook from which pots were hung over the open fire,sheep mark involving a semi-circular piece taken out of one side of the ear",n,"Shetland specific. PGmc. *krōka- 'stg bent' > ON krókr 'hook, corner' > deriv. kroka 'bend' > No. kroka, Sw. kröka, Da. krukke, krøkke 'bend'."
krookbaak,0,beam horizontally fixed above open fire from which links and hooks were hung,n,"Shetland specific. PGmc. *krōka- 'stg bent' > ON krókr 'hook' > deriv. kroka 'bend' > No. kroka, Sw. kröka, Da. krukke, krøkke 'bend'."
krub,0,small drystone enclosure for growing cabbage plants. Also referred to as krø,n,"PIE *ger- 'to turn, twist' > deriv. *grebʰ-, *gerbʰ- 'bunch, bundle, tuft, clump' > PGmc. *kribjǭ 'wickerwork, crate, trough, manger; stall, crib' > OE cribb; OLGm. kribbia 'id.'> MLGm. krubbe 'crib'> loan into Scand. OSw. krubba 'manger, crib', Sw. krubba 'id', ODa krubbæ, krøbe > Da., No. krybbe 'id.'. Sc. forms prob via Scand."
krubbit,0,"narrow, confined, lacking in space",adj,
krug,1,"crouch,crouch in taking shelter, huddle,uppermost curved part of animal's back",v,"Shetland specific. PGmc. *krōka- 'stg bent' > ON krókr 'hook' > deriv. kroka 'bend' > No. kroka, Sw. kröka, Da. krukke, krøkke 'bend'"
krug,2,corner,n,"Shetland specific. PGmc. *krōkaz 'stg bent' > ON krókr 'hook, corner' > Icel., Faer. krókur, No. Sw. krok, Da. krog all 'corner'."
krugset,0,"to drive an animal into a corner, usually the corner of a fence or dyke, in order to capture it",v,Shetland specific.
krummick,0,small measure,n,
krus,0,,,
kruttel,0,"gurgle,low, gurgling sound",v,"Orkney & Shetland specific. Poss. cogn. No. krusla 'to simmer', No. Faer. 'krutla' 'to bungle, niggle w stg', Sw.dial. krottla 'to mix, tangle'?"
kruttely,0,crinkly noise,adj,
küds,0,"half-grown, plump fish (esp. coalfish),young coalfish, grilled with the liver, or stuffed with livers",n,"Shetland and Orkney specific. ON kóð 'small/young fish, small (fish) fry, spawn'; cf. No. kjøe 'small trout', kot 'small fry, spawn'. Orig. unknown"
kummel,0,overturn,v,
kunki,0,,,
kurrip,0,croak,n,
kurryraag,0,,,
kussie,0,"pet and call name for a cow, heifer or calf",n,"Shetland specific. ON kussa 'cow'> Icel. kusa 'cow', Sw. kossa 'moo-moo' (pet name or child directed speech for 'cow')"
kwaak,0,,,
kwarkabus,0,sheep's disease,n,
kwenk,0,,,
kwilk,0,gulp,v,
kwiss,0,,,
kyaand,0,count,v,
kye,0,cattle (collective noun). Note that the plural of coo 'cow' is coos (with the regular plural suffix -s),n,"PIE *gʷōu- 'ox' > Gmc. kwō- 'cow' > OE cú 'cow', pl. cý(e) > MEng ku/cu, pl. ky, kye > OSc. ku/coo, pl. kye"
kyill,0,kill,v,
kyiss,0,"kiss,kiss",v,OE cyssan < PGmc. *kussjan- < PIE *kus-ie 'kiss'. Prob. ult. onomat.
kyittel,0,tickle,v,
kyittely,0,susceptible to tickling,adj,
kyoab,0,gift,n,
kyoder,0,caress,v,
kyucker,0,revive,v,
kyufsit,0,untidy,adj,
kyunneen,0,rabbit,n,
kyunneen hadd,0,,,
laa,0,law,n,
laaber,0,,,
laabereen,0,,,
laach,0,laugh,v,
laachter,0,laughter,n,
laad,0,,,
laag,0,,,
laalie,0,toy,n,
laamer,0,,,
laand,0,land,n,
laandfaa,0,landfall,n,
laandlady,0,landlady,n,
laandloard,0,landlord,n,
laandslide,0,landslide,n,
laandwird,0,"landward, towards land",adv,
laar,0,very light wind,n,
laav,0,hover,v,
labour,0,labour,n,
labourer,0,labourer,n,
labrador,0,labrador (breed of dog),n,
lace,0,lace,n,
lack,0,lack,v,
lackie,0,,,
lady,0,lady,n,
lae,0,,,
laebrak,0,"surf, long wave breaking on shore,the breaking of the waves on the beach or reef,that part of the shore washed by the breakers",n,"Shetland specific. Orig. uncertain, possibly ON hlér 'sea' + break"
laece,0,lace,n,
laef,0,leaf,n,
laeg,0,leg,n,
laek,0,like,prep,
Laek tae glaep you,0,,,
laekli,0,likely,adv,
laeks,0,likes,n,
laet,0,laet,adj,
laetli,0,lately,adv,
laft,0,"loft, attic",n,
laich,0,,,
Laid by,0,,,
Laid me ower,0,,,
Laid on,0,,,
Laid up,0,,,
lair,0,,,
laird,0,landlord,n,
lairdess,0,,,
lairn,0,"learn,teach",v,
laith,0,,,
laive,0,leave,v,
laiverik,0,lark,n,
laks,0,salmon,n,
lam,0,lamb,n,
Lammas,0,"1 August; one of the quarter days, the others being Candlemas, Beltane and Hallomas",n,
lammas flooer,0,eyebright,n,
lammas-flooer,0,,,
Lammas-speet,0,,,
lammiehoose,0,,,
lamp,0,lamp,n,
lance,0,lance,n,
lancer,0,lancer,n,
lane,0,"lane, small narrow street",n,
lang,0,long; tall,adj,
lang sin syne,0,,,
langband,0,,,
langbed,0,,,
lang-lippened,0,,,
lang-nebbit,0,,,
langsome,0,"lazy, shiftless",adj,
language,0,language,n,
lantren,0,lantern,n,
lapamidder,0,,,
lapper,0,,,
lapple,0,,,
lapstane,0,,,
laptop,0,laptop,n,
larch,0,larch,n,
lard,0,lard,n,
lass,0,girl,n,
last,0,last,v,
lat,0,let,v,
lat on,0,,,
Latin,0,Latin,n,
latterly,0,towards the end,adv,
Latvian,0,Latvian,n,
lavatory,0,lavatory,n,
lavilugget,0,,,
lawting,0,,,
lawyer,0,lawyer,n,
lay,1,tune,n,"Obs. but in compounds or phrases. Poss. ON < lag in sense of 'air, tune', cf. Icel. lag 'tune, song'; cf also OHGm. leih 'song, melody, music' < PGmc. *laikaz 'dance, game, hymn' > ON leikr 'game, sport' > Icel. Far. leikur, No. leik, Sw. lek, Da. leg 'play, game'"
lay,2,"mood, disposition, frame of mind",n,"Orkney & Shetland specific. Anglicized form of ON lag 'layer; order; knack, good method; correct or usual order way/arrangement; normaland good mood/temperament; companionship, fellowship; tune, song, etc' < PGmc. *lagą 'situation, law' < PIE *legʰ- 'to lie'"
Lay by,0,,,
lay on,0,"esp in knitting,begin",v,
layer,0,layer,n,
lazy,0,lazy,adj,
lead,0,lead,v,
leader,0,leader,n,
leap,0,leap,v,
lease,0,lease,v,
lecter,0,"lecture,lecture",n,
ledger,0,ledger,n,
lee,1,"lie,lie, say untruth",n,
lee,2,lee (sheltered side),n,
leech,0,,,
leeir,0,,,
leek,0,leek,n,
leekstane,0,,,
leekstrae,0,,,
lee-lang,0,,,
leep,0,,,
leerie,0,,,
leesh,0,,,
leet,0,"listen to, pay attention to",v,
left,0,left,adj,
leg,0,leg,n,
legal,0,legal,adj,
legally,0,legally,adv,
leggeen,0,,,
leid,0,,,
leiddereen,0,punishment,n,
leider,1,ladder,n,
leider,2,"leather,thrash, give a leathering",n,
lein,0,loan,n,
leinerly,0,,,
lemm,0,crockery,n,
lemminder,0,,,
lemon,0,lemon,n,
lemonade,0,lemonade,n,
lempit,0,limpet,n,
lempitcuddy,0,,,
lemse,0,,,
len,0,,,
lent,0,length,n,"OSc. lent(h), laint(h), etc < OE lęngðu 'length' < PGmc. *lanʒiþō 'length' deriv. *lanʒaz 'long' (< PIE *dlongʰos 'id.') + *iþō 'nmzr' (< PIE *-iteh₂ *-teh₂ 'id.')"
lep,0,,,
lera,0,,n,
less,0,,,
Less a less!,0,Alas!,interj,"MEng. (h)al(l)a(a)s, al(l)ese, etc. < Anglo-Norm. allas! < OFr. ha, las!, halas! (< a 'ah' + las < Lat. lassus 'weary' < PIE *lh₁d-to-, whence PGmc *lataz 'lazy, slow' > OE læt 'slow, lax, late' (> Mod.Eng. late), ON latr 'lazy, slow')"
lesson,0,lesson,n,
lest,0,,,
lett,0,,,
letter,0,,,
leveen,0,,,
level,0,level,n,
lexical,0,lexical,adj,
ley,0,fallow,adj,
lib,0,,,
libbet,0,,,
liberal,0,liberal,adj,
liberate,0,liberate,v,
liberty,0,liberty,n,
library,0,library,n,
licence,0,licence,n,
licht,0,light,n,"OE le(c)ht, liht, etc < PGmc. *linhtą 'light' < PIE *lewk-'to shine, see, be bright'"
licht til,0,,,
lichteneen-tree,0,,,
Lichtit til him,0,,,
lichtsome,0,"cheerful,enjoyable",adj,
lie,0,"lie (prostrate, eg on ground)",v,
lieutenant,0,lieutenant,n,
life,0,life,n,
lifeboat,0,lifeboat,n,
lifebuoy,0,lifebuoy,n,
lifejacket,0,lifejacket,n,
lifeline,0,lifeline,n,
lifetime,0,lifetime,n,
lifetinkin,0,,,
lift,0,sky,n,"OSc. lift 'sky' < OE lyft 'sky' < PGmc. *luftuz 'roof, sky, atmosphere, air'"
lifteen,0,,,
liftit,0,,,
lime,0,lime,n,
limestane,0,limestone,n,
limit,0,limit,n,
limmer,0,,,
limmerik,0,,,
limrek,0,bog asphodel,n,
lin,0,,,
line,0,line,n,
lineen,0,lining,n,
linen,0,linen,n,
liner,0,cruise ship,n,
ling,0,heather,n,
linguist,0,linguist,n,
linguistically,0,linguistically,adv,
link,0,link,n,
linn,0,,,
linoleum,0,linoleum,n,
-lins,0,"adverbializer,adverbializer",n > adv,"< MEng. -lingis, -lingus, -lyngs, etc < OE -ling(a), -lung(a) < PGmc. *liŋg-, laŋg-, luŋg- 'to extend, reach' + -(e)s < OE -es 'forming adverbs' < PGmc. *-as, *-is < PIE *-(o)es 'plural ending'"
linseed,0,linseed,n,
lintie,0,twite,n,
lion,0,lion,n,
lip,0,lip,n,
lippen,0,expect,v,
lipper,0,nasty person,n,
liqueed,0,liquid,n,
liquor,0,liquor,n,
lirk,0,,,
lisk,0,,,
lispund,0,,,
list,0,list,n,
listen,0,listen,v,
literature,0,literature,n,
lith,0,joint,n,
Lithuanian,0,Lithuanian,n,
litt,0,"dye, colour, give hue to, tinge",v,"OSc. lyt(t) 'to dye', MEng. lite(n), litte, etc. < ON lita 'to dye' deriv. litr 'colour' < PGmc. *wlitiz, *wlituz 'sight, appearance; face; look, aspect' < PIE *wel- to see'"
little wirt,0,"worthless,frail; poorly made",adj,
live,0,"live, be alive",v,
liveen,0,financial means,n,
livelihood,0,livelihood,n,
lively,0,,,
liver,0,liver,n,
liverdrink,0,,,
liverhead,0,,,
livermuggie,0,,,
livestock,0,livestock,n,
lø,0,listen intently,v,"Shetland specific. ON hlýða 'to obey, listen' (cf. Icel. hlýða, Far. lýða, BoNo., Da. lyde, NyNo., Sw. lyda all 'obey') < PGmc. *hliuþijaną 'to listen, obey', deriv. *hleuþą 'sound; hearing, listening' < PIE *ḱlew- 'to hear' +‎ *-janą 'denom.'"
loard,0,lord,n,
local,0,local,adj,
locally,0,locally,adv,
locate,0,locate,v,
loch,0,lake,n,
lock,0,close,v,
locker,0,locker,n,
løcup,0,snack,n,
lød,0,mood,n,
lodberrie,0,"type of house in Lerwick from 17th C built with foundations in the sea combining pier or gantry with courtyard, store and dwelling, where vessels could load or unload merchandise directly",n,
lodd,0,"load,load",n,
lodge,0,bothy,n,
lodger,0,lodge,n,
lodigrut,0,whimpering sound,n,
lødipipe,0,oat straw pipe,n,
løf,0,palm of hand,n,
løfalein,0,all alone,adj,
loff,0,loaf of bread,n,
logbook,0,logbook,n,
logic,0,logic,n,
lok,0,lot,adv,
loks,0,lots,adv,
løm,0,dish,n,
lønabrak,0,swell and surge of sea breakingon shore,n,
longfellow,0,,,
longie,0,,,
longship,0,longship,n,
lonn,0,loan,n,
lonnli,0,lonely,n,
lonnwird,0,loanword,n,
loo,1,"lukewarm, tepid",adj,
loo,2,"loo, toilet",n,
loobit,0,tepid,adj,
lood,0,,,
looderhorn,0,"bullock's horn used as trumpet to warn other boats in foggy weather,very loud voice",n,
loodie,0,,,
look,0,look,v,
Look alang da door,0,,,
look fir,0,,v,
lookeengless,0,mirror,n,
loom,0,common guillemot,n,
loop,0,stitch,n,
loor,0,brief fine spell of weather,n,
loord,0,threatening,adj,
loose,0,loose,adj,
loot,0,loot,v,
lør,0,,,
løragub,0,sea-foam,n,
loren,0,great cormorant,n,
lorenshøn,0,shoes (not boots),n,
lorry,0,lorry,n,
losh,0,gosh!,interj,
loss,1,lose,v,
loss,2,loss,n,
loup,0,jump,v,
love,0,love,v,
lovely,0,lovely,adj,
low,0,low,adj,"OSc. lo(w)(e) < eMEng. lach, lachȝe, laȝe, lage, etc < ON lágr 'low, short' < PGmc. *lēgaz 'low, flat' < PIE *legʰ- 'to lie (in resting position)'"
lowe,0,glow,v,
lowrietowe,0,hauling line with hook,n,
lowse,0,"loosen,rain heavily,loose",v,
lubba,0,rough vegetation,n,
luck,0,"entice, allure, tempt",v,"possible Shetland specific. Norn lokk 'to allure, entice' < ON lokka 'id.' < PGmc *lukkōną 'to lure, tempt, entice; to caress'. Cf. Sw. locka, Da., No. lokke 'entice, tempt, etc'"
lucky,0,lucky,adj,
luckylines,0,stringy seaweed,n,
lucky-minnie's oo,0,cotton grass,n,
lucrative,0,lucrative,adj,
lug,0,ear,n,
lull,0,lull,n,
lum,0,chimney,n,
lump,0,lump,n,
lunder,0,beat severely,v,
lunderin,0,severe beating,n,
lundilag,0,,,
lungasott,0,,,
lungie,0,long gut of sheep's intestines,n,
lungrie,0,common guillemot,n,
lunk,0,walk bobbingly,v,
luraferdi,0,,,
lurgit,0,large quantity,n,
lurk,0,,,
luss,0,dandruff,n,
-ly,0,"adjectivizer,adverbializer",v > adj,
Lyin in saat,0,,,
lyoag,0,hill hollow,n,
lyrie,0,,,
lythe,0,,,
maa,0,gull,n,
maal,0,mallet,n,
maalie,0,fulmar petrel,n,
maaliemok,0,fulmar petrel,n,
machine,0,machine,n,
machinery,0,machinery,n,
machtless,0,powerless,adj,
mackerel,0,mackerel,n,
mad,0,very angry,adj,
maddrim,0,fun,n,
maebbi,0,maybe,adv,
maed,2,maggot,n,
Maed a wark,0,,,
maedit,0,full of maggots,adj,
maegeens,0,depth of something (eg night),n,
maen,0,lament,n,
maeshie,0,hay net,n,
